A,elt,Z,S(2n),S(2n)_err,S(2p),S(2p)_err,Q(a),Q(a)_err,Q(2B-),Q(2B-)_err,Q(ep),Q(ep)_err,Q(B- n),Q(B- n)_err,N,N_to_Z_ratio,Vp,Vn,Shell_Closure,Parity,S(n),N_Z_excess,S(2n)_MeV
107,Nb,41,9950.8942,8.9564,27732.0,400.0,-7691.6869,13.7816,15026.1624,11.8052,-25222.0,500.0,4332.8805,12.1537,66,1.6097560975609757,-9,16,0,,5592.4444,25,9.9508942
93,Nb,41,16717.4485,3.2818,15439.4611,2.3676,-1926.5536,1.5283,-3606.7238,1.8016,-9685.3166,9.2476,-8475.5709,1.4985,52,1.2682926829268293,-9,2,0,,8830.8677,11,16.7174485
118,Rh,45,10293.7333,77.7013,28251.0,299.0,-8711.4614,433.8223,14666.9626,24.3659,-24036.0,400.0,3465.732,25.2676,73,1.6222222222222222,-5,-9,0,,4061.3992,28,10.2937333
163,Er,68,16108.7504,9.8693,11689.8608,4.576,1574.8916,4.7819,-5873.5345,15.7862,-4275.2144,4.5756,-11761.2486,26.4473,95,1.3970588235294117,-14,13,0,,6904.5204,27,16.1087504
189,Hf,72,10293.0,361.0,,,-1095.0,583.0,8659.0,361.0,,,-1311.0,361.0,117,1.625,-10,-9,0,,4392.0,45,10.293
234,Pa,91,11750.3149,8.5805,13393.4953,13.6685,4075.5678,16.3561,384.0643,9.2319,-8258.1386,13.6685,-4651.5592,4.4539,143,1.5714285714285714,9,17,0,,5221.8585,52,11.7503149
72,Ge,32,18166.51,0.8233,17599.1043,1.9193,-5003.6716,0.7821,-4717.7213,1.9576,-12546.0951,2.6549,-12763.9714,4.1637,40,1.25,4,-10,0,,10750.5714,8,18.16651
217,Bi,83,9041.9454,18.5704,15878.0,300.0,4521.2357,32.2948,4335.3645,18.3914,-13429.0,300.0,-1123.6912,17.7912,134,1.6144578313253013,1,8,0,,5215.3432,51,9.041945400000001
223,At,85,9497.3572,19.76,15350.0,300.0,4683.0,201.0,5045.6788,14.1052,-12811.0,300.0,-1015.2669,14.107,138,1.6235294117647059,3,12,0,,5596.3382,53,9.4973572
99,Sr,38,10080.4888,5.822,29672.9703,130.4952,-8784.5222,19.2228,15098.1434,11.5178,-25687.0,300.0,1698.9028,9.2267,61,1.605263157894737,10,11,0,,4167.4563,23,10.0804888
226,At,85,9194.0,301.0,16988.0,500.0,3285.0,424.0,7139.0,300.0,,,55.0,300.0,141,1.6588235294117648,3,15,0,,3711.0,56,9.194
248,Md,101,15310.0,318.0,5449.0,205.0,8497.2929,30.4927,,,1080.0,185.0,,,147,1.4554455445544554,19,21,0,,7059.0,46,15.31
100,Ag,47,21214.1808,33.2849,9540.693,12.9137,-875.1531,11.1816,-13959.8232,5.4769,157.5812,20.0829,-16278.1556,5.2446,53,1.127659574468085,-3,3,0,,9496.8046,6,21.214180799999998
257,Es,99,10828.0,411.0,,,6050.0,200.0,411.0,411.0,,,-4153.0,411.0,158,1.595959595959596,17,32,0,,5853.0,59,10.828
111,Ru,44,12189.5063,12.6574,24703.9829,14.7889,-6665.2664,13.3718,9200.5609,9.7098,-19538.482,26.0829,-2027.9507,20.225,67,1.5227272727272727,-6,-15,0,,4784.0145,23,12.1895063
121,In,49,14278.5707,28.3535,21766.7764,31.1115,-6077.5908,30.5905,3764.5638,27.4981,-17472.0522,27.7811,-2808.1703,27.4103,72,1.469387755102041,-1,-10,0,,8178.1703,23,14.2785707
31,Al,13,12885.5825,2.262,32208.6447,7.6697,-11857.8341,4.3455,9489.8357,2.2356,-30714.3496,5.229,1410.9356,2.2357,18,1.3846153846153846,5,-2,0,,7157.9103,5,12.8855825
217,Ac,89,13470.8652,16.7275,6193.7585,13.2238,9831.6047,10.1882,-8352.427,16.7942,-1557.672,11.9316,-9667.5339,15.761,128,1.4382022471910112,7,2,0,,7518.7333,39,13.4708652
237,Bk,97,15703.0,462.0,5993.0,236.0,7500.0,200.0,,,-120.0,259.0,,,140,1.443298969072165,15,14,0,,8403.0,43,15.703
122,Ru,44,8203.0,640.0,,,-11835.0,707.0,22836.0,501.0,,,6399.0,796.0,78,1.7727272727272727,-6,-4,0,,5231.0,34,8.203
84,Ga,31,7306.0471,29.9064,32942.0,401.0,-9840.0,301.0,21759.4318,29.976,-30993.0,501.0,8810.9878,29.9064,53,1.7096774193548387,3,3,0,,2908.3258,22,7.3060471
148,Ba,56,8821.2788,2.3138,24167.9028,24.2647,-3097.5257,5.5147,12853.5131,11.2934,-22434.0,200.0,1062.1679,10.8154,92,1.6428571428571428,6,10,0,,5352.1936,36,8.8212788
174,Yb,70,13831.7004,0.015,15039.8845,3.9618,738.0772,1.387,-1099.9376,2.2593,-10579.0,196.0,-8134.8246,1.5675,104,1.4857142857142858,-12,22,0,,7464.6045,34,13.831700399999999
273,Bh,107,11318.0,759.0,,,9110.0,200.0,-4099.0,780.0,,,-6393.0,830.0,166,1.5514018691588785,-19,40,0,,6176.0,59,11.318
144,Er,68,24820.0,537.0,1066.0,754.0,3797.0,446.0,,,8272.0,196.0,,,76,1.1176470588235294,-14,-6,0,,13519.0,8,24.82
241,Cf,98,15018.0,206.0,6398.0,225.0,7655.0,150.0,-9894.0,344.0,314.0,167.0,-12970.0,402.0,143,1.4591836734693877,16,17,0,,6733.0,45,15.018
152,Er,68,18811.5316,19.3263,5768.5423,9.8052,4934.2625,1.6182,-14229.8321,149.9686,963.1987,9.3817,-17799.923,21.2897,84,1.2352941176470589,-14,2,0,,10305.2462,16,18.8115316
188,W,74,12301.9142,3.2032,16821.6085,51.3252,406.6565,39.8214,2469.4209,3.0038,-12957.0,200.0,-5522.65,3.0003,114,1.5405405405405406,-8,-12,0,,6835.1547,40,12.301914199999999
193,Ir,77,13970.1143,0.2274,14763.8388,10.2829,1017.8763,8.2476,-1131.4754,8.7628,-10236.4476,70.806,-6319.0973,2.2826,116,1.5064935064935066,-5,-10,0,,7771.9919,39,13.970114299999999
36,Cl,17,21224.5584,0.0508,19551.2486,0.8112,-7642.0475,0.0537,-12104.8264,0.3271,-11953.1699,1.8666,-14546.0374,0.6794,19,1.1176470588235294,-3,-1,0,,8579.7945,2,21.224558400000003
49,V,23,22097.7232,0.8249,18203.2564,2.0967,-9314.7513,1.0534,-10342.2312,2.3602,-10747.0446,5.0175,-13212.1616,7.3566,26,1.1304347826086956,3,-2,0,,11555.4698,3,22.0977232
189,W,74,12048.0,200.0,17387.0,283.0,86.0,210.0,3178.0,200.0,-12268.0,361.0,-4864.0,200.0,115,1.554054054054054,-8,-11,0,,5213.0,41,12.048
64,Co,27,14510.6785,27.2923,25846.4192,21.048,-9249.4117,20.1404,5631.9765,20.0011,-20194.3521,20.3494,-2350.8683,20.001,37,1.3703703703703705,-1,9,0,,6012.2068,10,14.5106785
209,Hg,80,8265.0,153.0,19048.0,427.0,1785.0,335.0,9005.0,150.0,-15399.0,427.0,69.0,150.0,129,1.6125,-2,3,0,,3416.0,49,8.265
185,Lu,71,10387.0,310.0,,,-946.0,583.0,7434.0,300.0,,,-532.0,303.0,114,1.6056338028169015,-11,-12,0,,5731.0,43,10.387
137,Gd,64,23106.0,499.0,2934.0,336.0,3593.0,422.0,,,8308.0,298.0,-23385.0,582.0,73,1.140625,14,-9,0,,10195.0,9,23.106
48,Ar,18,8726.3082,16.9278,37573.0,400.0,-15575.6067,17.5596,21869.9408,16.7669,-36844.0,400.0,5285.7367,16.825,30,1.6666666666666667,-2,2,0,,5058.9711,12,8.7263082
112,Te,52,21480.3337,10.6543,6303.4677,16.1274,2077.5148,9.9626,-17541.1705,11.7849,1082.0914,9.9378,-20685.0414,9.6375,60,1.1538461538461537,2,10,0,,12051.3493,8,21.4803337
81,Nb,41,30853.0,640.0,3135.0,408.0,-2347.0,448.0,,,7499.0,400.0,,,40,0.975609756097561,-9,-10,0,,16011.0,-1,30.853
154,Lu,71,22387.0,280.0,2524.0,208.0,4399.0,280.0,,,7017.0,201.0,-20438.0,361.0,83,1.1690140845070423,-11,1,0,,9363.0,12,22.387
168,Ho,67,13131.5284,30.0102,16828.3958,30.0368,-379.1637,30.0589,1253.1474,30.0473,-11465.1199,30.0631,-4841.2936,30.0002,101,1.507462686567164,-15,19,0,,5851.0907,34,13.131528399999999
59,Zn,30,30808.0,200.0,5709.6597,0.8361,-4304.633,0.9649,-30846.0,400.0,5724.2218,0.6725,-31747.0,300.0,29,0.9666666666666667,2,1,0,,12988.1251,-1,30.808
236,Np,93,12719.3481,51.0954,11538.7184,50.5716,5006.629,50.9333,-2662.0,129.0,-6199.7782,52.3214,-6875.5708,54.4139,143,1.5376344086021505,11,17,0,,5736.2687,50,12.7193481
205,Pt,78,9453.0,361.0,20128.0,500.0,-405.0,424.0,9468.0,300.0,,,-501.0,361.0,127,1.6282051282051282,-4,1,0,,3271.0,49,9.453
60,Fe,26,15400.5394,3.3914,23999.3087,4.5262,-8552.9625,3.4347,3060.0691,3.4056,-20586.2145,3.4715,-7254.6543,3.4099,34,1.3076923076923077,-2,6,0,,8819.5347,8,15.4005394
161,Re,75,22181.0,339.0,981.6053,151.193,6328.2117,6.6894,,,7691.9086,139.9432,,,86,1.1466666666666667,-7,4,0,,12036.0,11,22.181
35,Ar,18,29805.63,0.7895,11039.3725,0.6803,-6429.6731,0.7179,-28238.0,200.0,-404.5703,0.6807,-29898.0,196.0,17,0.9444444444444444,-2,-3,0,,12740.314,-1,29.80563
102,Zr,40,11351.3271,11.9576,26341.8645,11.1594,-7583.9543,9.3327,11979.4387,12.0684,-23545.4835,12.1904,-761.2571,9.5262,62,1.55,-10,12,0,,6491.7581,22,11.3513271
91,Zr,40,19160.2544,2.7811,16264.5077,0.132,-5440.4314,0.0947,-5686.7579,6.2387,-9233.6182,1.4519,-13305.3793,3.3183,51,1.275,-10,1,0,,7194.3628,11,19.160254400000003
72,Ga,31,15820.7698,1.4512,20189.8454,1.3562,-5446.1568,1.7824,-358.4756,4.1644,-13166.1205,1.7002,-6752.9451,0.2106,41,1.3225806451612903,3,-9,0,,6520.4752,10,15.8207698
37,P,15,10280.8393,37.9927,33350.2248,38.6547,-12923.5461,38.5855,12765.5393,37.9478,-32235.3677,154.2457,3596.8105,37.9473,22,1.4666666666666666,-5,2,0,,6816.2857,7,10.2808393
49,Sc,21,18368.2408,2.9779,25428.4075,2.6636,-12371.7195,2.3269,1399.7096,2.4122,-21566.9361,2.3958,-6140.8135,2.2683,28,1.3333333333333333,1,0,1,,10129.6819,7,18.3682408
153,Ho,67,17531.9638,9.623,7966.4752,6.3225,4051.6499,3.5355,-11039.4641,12.7976,-1583.7412,40.3142,-12583.1735,10.1093,86,1.2835820895522387,-15,4,0,,9478.7561,19,17.5319638
140,Cs,55,10305.3462,12.2922,19647.7707,10.1371,70.5706,16.3866,7262.3211,8.2169,-15867.7455,9.1249,-207.1386,8.2027,85,1.5454545454545454,5,3,0,,4419.9679,30,10.3053462
41,Ca,20,23997.8377,0.6119,16473.6549,5.0019,-6615.1452,0.2483,-19440.3695,27.9452,-7386.9792,0.1377,-22685.8736,2.8314,21,1.05,0,1,1,,8362.8243,1,23.9978377
173,Pt,78,20612.8258,102.8424,2217.4626,66.0039,6361.3102,57.885,-19276.0,210.0,8017.9112,64.7032,-20690.0658,84.7186,95,1.2179487179487178,-4,13,0,,8901.4066,17,20.6128258
228,Ac,89,11557.1831,3.4488,13203.8276,6.5725,4721.1237,11.3723,-28.9448,4.7801,-8076.7622,6.2589,-4981.4231,2.5566,139,1.5617977528089888,7,13,0,,5026.179,50,11.5571831
223,Np,93,15394.0,217.0,4294.2964,101.9419,9650.4434,44.8053,-12041.0,311.0,1305.2508,119.8613,-12472.0,311.0,130,1.3978494623655915,11,4,0,,8687.3764,37,15.394
113,Pd,46,13747.2495,6.9837,21383.1163,11.9169,-5276.9603,11.333,5452.7868,6.9503,-15248.5978,11.8498,-5078.0887,7.3574,67,1.4565217391304348,-4,-15,0,,5340.7784,21,13.7472495
124,Xe,54,18455.0529,11.1937,11932.0652,0.1798,-730.1604,1.1218,-8577.6192,12.5709,-5785.3982,0.1613,-14695.0664,12.1853,70,1.2962962962962963,4,-12,0,,10490.4652,16,18.4550529
52,Ni,28,35243.0,507.0,2661.3381,83.3258,-6976.1961,124.0042,,,10340.3585,82.9148,,,24,0.8571428571428571,0,4,1,,18981.0,-4,35.243
198,Hg,80,15271.0076,2.9264,12887.7195,0.5903,1380.8702,0.5871,-4886.8728,8.759,-7823.5118,0.5929,-10671.4118,13.582,118,1.475,-2,-8,0,,8485.4026,38,15.2710076
145,Ho,67,23215.0,298.0,3278.8629,51.7713,2995.8137,105.5223,-21537.0,196.0,5959.1035,28.9214,-20584.0,196.0,78,1.164179104477612,-15,-4,0,,12581.9106,11,23.215
201,Fr,87,19325.4517,16.457,2165.9919,10.5564,7518.9119,4.3262,,,5287.4955,26.0955,,,114,1.3103448275862069,5,-12,0,,10616.3236,27,19.325451700000002
99,In,49,30129.0,499.0,5050.0,298.0,-3895.0,499.0,,,4401.0,300.0,,,50,1.0204081632653061,-1,0,1,,15541.0,1,30.129
132,Xe,54,15541.1363,0.0081,16503.957,0.01,-2710.0969,0.7064,-844.0714,1.0533,-11356.924,0.0608,-9294.7185,0.1771,78,1.4444444444444444,4,-4,0,,8936.7176,24,15.5411363
208,Tl,81,10639.4633,1.7761,17138.0,300.0,1215.0,200.0,2120.0304,2.6093,-13399.0,300.0,-2369.4702,1.6698,127,1.5679012345679013,-1,1,0,,3787.0025,46,10.6394633
175,Er,68,11141.0,446.0,19490.0,566.0,-1067.0,448.0,6044.0,401.0,-14811.0,641.0,-2859.0,403.0,107,1.5735294117647058,-14,-19,0,,4774.0,39,11.141
87,Ge,32,6609.0,300.0,33068.0,583.0,-9725.0,424.0,22836.0,300.0,-30818.0,583.0,7301.0,300.0,55,1.71875,4,5,0,,2262.0,23,6.609
6,Li,3,27378.9456,212.132,25112.1907,100.0,-1473.7583,0.0015,-33233.0,2003.0,-26094.5377,89.4427,-31123.0,2003.0,3,1.0,1,1,0,,5663.3245,0,27.378945599999998
162,Sm,62,10288.5171,4.03,22232.4806,46.7078,-2968.846,3.757,9901.6666,5.3025,-19438.0,400.0,-658.7703,10.9802,100,1.6129032258064515,12,18,0,,5778.328,38,10.2885171
253,Es,99,11643.697,5.2968,10795.4371,10.7387,6739.2376,0.0508,-2162.0,31.0,-6813.0,200.0,-5877.4424,5.1629,154,1.5555555555555556,17,28,0,,6355.4422,55,11.643697
103,Ru,44,15451.6911,0.156,18325.1582,0.3339,-3721.9773,0.4947,189.8126,0.787,-10995.2731,8.3152,-8555.1696,6.3977,59,1.3409090909090908,-6,9,0,,6232.0509,15,15.4516911
53,Mn,25,22589.7606,0.447,17065.1866,0.3434,-9153.1088,0.8876,-12030.9738,1.754,-10536.2891,0.3657,-14429.5724,0.3598,28,1.12,-3,0,1,,12050.2812,3,22.5897606
110,Mo,42,9929.1532,25.9151,28164.0,400.0,-8211.0,202.0,15536.8145,25.8111,-26095.0,501.0,1675.6959,26.0781,68,1.619047619047619,-8,-14,0,,5947.8479,26,9.9291532
106,Te,52,24735.5644,333.1429,1170.6438,100.7046,4290.2208,9.3537,,,7829.2714,100.6189,,,54,1.0384615384615385,2,4,0,,13479.5684,2,24.735564399999998
257,Md,101,11992.2331,5.6556,9674.7071,10.8637,7557.0699,0.9487,-3673.0,44.0,-5481.0,100.0,-6901.8919,7.5683,156,1.5445544554455446,19,30,0,,6535.0,55,11.9922331
144,Eu,63,20452.8811,31.9093,9055.5809,25.9408,167.956,26.514,-13250.9869,29.9546,52.5184,11.1222,-15459.1817,200.5917,81,1.2857142857142858,13,-1,0,,9449.1817,18,20.4528811
251,Bk,97,10760.9877,10.7386,12454.0,298.0,5650.0,101.0,716.434,11.9093,,,-4013.6728,10.7281,154,1.5876288659793814,15,28,0,,5795.3424,57,10.7609877
141,Ce,58,14615.9525,2.4056,15095.0821,1.3388,-134.5727,1.338,-1239.5379,3.0461,-9452.1236,8.0006,-8816.1487,6.0009,83,1.4310344827586208,8,1,0,,5428.1487,25,14.615952499999999
34,S,16,20058.7884,0.0446,20431.9424,0.3014,-7923.6429,0.0496,-11553.3967,0.07,-16706.3325,0.7,-16999.6674,0.3933,18,1.125,-4,-2,0,,11417.1492,2,20.0587884
146,Tm,69,25039.0,447.0,1024.0,201.0,3770.0,448.0,,,10776.0,200.0,,,77,1.1159420289855073,-13,-5,0,,11544.0,8,25.039
108,Pd,46,15759.3086,1.5651,17778.9049,5.5034,-3853.3677,2.733,-271.7927,0.7669,-12950.6209,8.7431,-9188.8337,2.6268,62,1.3478260869565217,-4,12,0,,9222.8795,16,15.7593086
84,Cu,29,4133.0,640.0,,,,,30374.0,501.0,,,14499.0,583.0,55,1.896551724137931,1,5,0,,1401.0,26,4.133
158,Nd,60,9775.6296,1.8443,23593.0,300.0,-4040.0,200.0,11416.7257,4.9565,-21194.0,400.0,390.6746,7.1265,98,1.6333333333333333,10,16,0,,5412.3248,38,9.7756296
114,Tc,43,9483.998,433.1799,29108.0,527.0,-8715.2955,943.6293,17109.9812,439.0164,-25679.0,589.0,5196.2041,434.8332,71,1.6511627906976745,-7,-11,0,,3860.0633,28,9.483998
42,S,16,10942.5341,4.8648,37882.5658,122.0225,-15892.3645,104.8303,16784.9303,6.4159,-38127.0,300.0,1598.1258,68.7803,26,1.625,-4,-2,0,,6700.4858,10,10.942534100000001
256,Lr,103,14041.9201,123.3317,6284.0,130.0,8854.5692,123.3131,-8551.0,205.0,-384.4369,83.0897,-10654.0,199.0,153,1.4854368932038835,21,27,0,,6272.0204,50,14.041920099999999
37,K,19,29769.9441,0.5209,10364.6118,0.1004,-6221.777,0.4019,-28580.0,300.0,-2567.1643,0.1006,-26420.3532,40.0001,18,0.9473684210526315,-1,-2,0,,15454.3377,-1,29.7699441
94,Sr,38,12120.9863,3.8059,24654.3344,3.1721,-6311.3773,2.4971,8423.6106,1.6706,-21998.6895,3.015,-2689.8836,10.6192,56,1.4736842105263157,10,6,0,,6831.1954,18,12.1209863
134,Cd,48,5137.0,306.0,,,-9155.0,424.0,26974.0,300.0,,,10159.0,361.0,86,1.7916666666666667,-2,4,0,,3391.0,38,5.137
111,Pd,46,14522.0387,1.3184,19825.3732,8.9835,-4548.2367,8.7034,3266.3607,0.6866,-13202.2284,8.953,-6599.8982,1.4346,65,1.4130434782608696,-4,15,0,,5726.3,19,14.5220387
22,Na,11,28174.5161,1.1168,19741.8704,0.1351,-8479.4198,0.4817,-23383.0,401.0,-12422.7573,1.8048,-24156.5602,0.7659,11,1.0,3,3,0,,11067.8522,0,28.1745161
223,Rn,86,10224.252,9.6869,13961.9605,21.0673,5283.4618,17.6619,3156.4935,8.0964,-9385.5003,40.8109,-4059.6828,10.8035,137,1.5930232558139534,4,11,0,,4053.5366,51,10.224252
224,Bi,83,8023.0,500.0,,,,,9359.0,400.0,,,1920.0,445.0,141,1.6987951807228916,1,15,0,,3242.0,58,8.023
143,Dy,66,22929.0,298.0,3522.6605,23.6753,3038.0,196.0,-21009.0,400.0,7501.6019,30.8379,-22990.0,401.0,77,1.1666666666666667,16,-5,0,,10121.0,11,22.929
260,Lr,103,12648.0,161.0,7992.0,125.0,8396.0,143.0,-5396.0,156.0,-2576.0,161.0,-8162.0,145.0,157,1.5242718446601942,21,31,0,,5645.0,54,12.648
275,Ds,110,12762.0,369.0,4679.0,506.0,11550.0,200.0,,,971.0,580.0,-11017.0,400.0,165,1.5,-16,39,0,,5602.0,55,12.762
107,In,49,20068.7209,14.0778,11073.7607,10.6635,-1188.8804,10.4877,-12913.4185,10.5071,-3913.2386,10.1008,-14284.2874,10.9138,58,1.183673469387755,-1,8,0,,11029.8353,9,20.0687209
261,Sg,106,14657.0,182.0,4940.0,75.0,9713.6999,15.0,,,1568.0,201.0,-13190.0,197.0,155,1.4622641509433962,-20,29,0,,6613.809,49,14.657
225,Pa,91,14123.6104,111.4386,8046.3569,82.1503,7400.6757,58.859,-7261.4579,122.8614,-3166.4787,81.9568,-9457.3684,83.2622,134,1.4725274725274726,9,8,0,,7577.0291,43,14.1236104
188,Os,76,14279.9057,0.5317,13206.6412,1.1279,2143.2356,0.8641,-3316.3317,5.3064,-8522.2287,1.1277,-9659.2427,27.9545,112,1.4736842105263157,-6,-14,0,,7989.6042,36,14.279905699999999
143,Xe,54,8148.2096,5.48,24111.0,400.0,-2422.7178,5.8499,13734.323,8.206,-20942.0,500.0,2240.356,8.4635,89,1.6481481481481481,4,7,0,,3044.5518,35,8.1482096
23,Mg,12,32520.1613,0.7552,14319.8403,0.0499,-9650.644,0.1632,-29423.0,500.0,-4737.9299,0.0363,-31746.0,401.0,11,0.9166666666666666,4,3,0,,13145.0063,-1,32.5201613
193,Ta,73,10433.0,500.0,,,,,9422.0,402.0,,,739.0,447.0,120,1.643835616438356,-9,-6,0,,5781.0,47,10.433
117,Sb,51,17778.7876,18.1105,13681.1492,8.4367,-1697.3561,8.4388,-8200.9955,26.7343,-7678.7763,8.4396,-11447.0892,25.634,66,1.2941176470588236,1,16,0,,9888.8619,15,17.7787876
91,Sr,38,13585.5592,5.4536,21694.0972,5.8586,-5367.3346,5.4584,4243.6424,5.4523,-15981.6612,5.7623,-5226.3554,5.4643,53,1.394736842105263,10,3,0,,5772.3228,15,13.5855592
181,W,74,15081.3341,14.5119,12348.8507,0.3525,2221.8846,0.3995,-4683.9769,25.3797,-5743.4398,0.3198,-10467.8993,21.4409,107,1.445945945945946,-8,-19,0,,6669.02,33,15.0813341
205,Tl,81,14202.1291,0.5373,15255.3006,3.2231,154.9875,3.2729,-2755.2329,4.8442,-10720.0,200.0,-6782.3052,0.4973,124,1.5308641975308641,-1,-2,0,,7546.0504,43,14.2021291
148,Er,68,23299.6135,12.245,3502.0115,12.2397,2666.1783,12.5074,-21249.0,400.0,5428.079,13.5387,-23575.908,12.3189,80,1.1764705882352942,-14,-2,0,,12942.5008,12,23.2996135
55,V,23,13416.0971,27.1909,24933.5236,32.2948,-8299.699,27.1302,8587.406,27.0146,-21976.1735,30.4132,-261.075,27.0137,32,1.391304347826087,3,4,0,,7298.1868,9,13.4160971
213,Hg,80,7552.0,361.0,,,,,11404.0,300.0,,,1680.0,361.0,133,1.6625,-2,7,0,,2891.0,53,7.552
79,Y,39,27507.0,218.0,7550.3773,80.1191,-3009.1491,80.1172,-26153.0,507.0,1843.5212,80.1739,-25025.0,408.0,40,1.0256410256410255,11,-10,0,,13701.0,1,27.507
37,Si,14,8322.6681,119.3244,36789.2402,292.6997,-13959.3009,113.8405,20324.9138,113.8095,-34240.6426,699.5569,5608.2145,114.5623,23,1.6428571428571428,6,3,0,,2206.7049,9,8.322668100000001
114,Ag,47,14489.7178,5.1671,19777.7009,44.3211,-4527.0337,18.3804,3638.9965,4.5742,-13452.838,8.4677,-3958.8423,4.5709,67,1.425531914893617,-3,-15,0,,5975.3039,20,14.489717800000001
234,Ra,88,9708.9621,12.4106,,,2336.0,200.0,6317.6712,8.7741,,,-2448.7262,15.5032,146,1.6590909090909092,6,20,0,,5474.7506,58,9.7089621
109,Pd,46,15376.466,1.6383,18321.8604,8.7439,-4096.8567,2.7363,897.8468,1.819,-11234.0507,8.7512,-8071.0103,2.6349,63,1.3695652173913044,-4,13,0,,6153.5865,17,15.376466
218,Fr,87,12054.2181,5.6246,9775.1801,5.3639,8013.6758,1.4407,-3791.4049,57.7493,-4624.1291,6.463,-6901.4137,8.0626,131,1.5057471264367817,5,5,0,,5326.5408,44,12.0542181
281,Nh,113,13792.0,671.0,4490.0,518.0,10978.0,557.0,,,635.0,611.0,,,168,1.4867256637168142,-13,42,0,,7501.0,55,13.792
158,Eu,63,13330.2533,4.0746,17681.5561,2.354,-1428.775,25.1034,2200.422,2.3953,-12262.3165,7.2945,-4517.8838,2.2549,95,1.507936507936508,13,13,0,,5882.6452,32,13.3302533
107,Ag,47,17478.4873,5.0277,15133.3717,3.2804,-2799.91,3.3105,-4840.0327,9.8726,-9333.0144,5.7987,-9345.8648,2.3282,60,1.2765957446808511,-3,10,0,,9535.6183,13,17.4784873
149,Tm,69,24109.0,200.0,2761.0,200.0,2755.0,200.0,,,6762.0,217.0,-21782.0,447.0,80,1.1594202898550725,-13,-2,0,,13247.0,11,24.109
126,La,57,20857.4947,106.7847,7810.3574,90.969,746.3771,96.5735,-14650.0,216.0,1827.2955,90.8376,-16387.0,216.0,69,1.2105263157894737,7,-13,0,,9285.3014,12,20.8574947
115,Xe,54,22595.7671,13.9074,4887.6619,30.4557,2505.8139,13.7094,-19737.0,201.0,5943.9482,27.2649,-22042.1471,85.9252,61,1.1296296296296295,4,11,0,,9642.1765,7,22.5957671
216,Po,84,9890.328,2.0869,12612.5876,1.9577,6906.3495,0.505,1529.0234,5.9616,-9848.8801,52.7167,-5032.3988,6.7496,132,1.5714285714285714,2,6,0,,5747.2116,48,9.890328
95,Pd,46,27126.7395,370.0218,7327.1318,3.6675,-4150.9961,3.7563,-22910.0,566.0,5328.7182,4.3665,-25635.0,400.0,49,1.065217391304348,-4,-1,0,,11934.9504,3,27.1267395
204,Ir,77,9073.0,500.0,,,,,10820.0,447.0,,,1869.0,447.0,127,1.6493506493506493,-5,1,0,,3271.0,50,9.073
105,Rh,45,15962.2007,3.3874,17825.2919,9.906,-3931.5933,24.1321,-780.4217,5.1764,-12641.2722,24.9858,-6527.4652,2.4481,60,1.3333333333333333,-5,10,0,,8963.2442,15,15.962200699999999
174,Dy,66,9513.0,583.0,22738.0,583.0,-2705.0,707.0,10819.0,582.0,,,149.0,582.0,108,1.6363636363636365,16,-18,0,,5461.0,42,9.513
137,Pm,61,20153.1654,83.9224,7714.9284,17.5988,1439.8173,18.0623,-13926.9546,13.7562,-21.4084,17.3572,-15333.2772,18.0623,76,1.2459016393442623,11,-6,0,,10974.2535,15,20.153165400000002
228,At,85,8923.0,500.0,,,2385.0,565.0,8496.0,400.0,,,923.0,400.0,143,1.6823529411764706,3,17,0,,3622.0,58,8.923
272,Sg,106,11053.0,830.0,,,8620.0,200.0,-2484.0,860.0,,,-7410.0,791.0,166,1.5660377358490567,-20,40,0,,6168.0,60,11.053
57,Cu,29,31816.2476,155.5603,7856.9601,0.4905,-7074.5541,1.761,-31899.0,400.0,1442.5325,0.5167,-29991.0,400.0,28,0.9655172413793104,1,0,1,,16750.5997,-1,31.8162476
182,Hf,72,12412.7962,6.0,15907.0,300.0,1202.5871,9.0231,2196.5078,6.2018,-12250.0,298.0,-5681.8901,6.3023,110,1.5277777777777777,-10,-16,0,,6717.9963,38,12.4127962
238,U,92,11279.4859,1.1755,13525.4126,14.0519,4269.8581,2.1157,1144.5839,1.2169,-9936.3361,15.9056,-5635.1852,1.1838,146,1.5869565217391304,10,20,0,,6153.719,54,11.2794859
209,Rn,86,16448.9438,11.0307,6373.2911,11.9752,6155.4331,1.9512,-10799.2896,11.4967,1239.1868,10.0928,-14347.4395,15.3326,123,1.430232558139535,4,-3,0,,7356.9781,37,16.448943800000002
274,Bh,107,11168.0,785.0,,,8939.9999,60.0,-3487.0,690.0,,,-6077.0,688.0,167,1.560747663551402,-19,41,0,,4993.0,60,11.168
121,Xe,54,19829.1445,14.5817,9876.3992,12.5654,189.5879,16.9102,-11736.1497,141.8669,-407.8073,10.3914,-16663.666,14.2936,67,1.2407407407407407,4,-15,0,,8379.8803,13,19.829144499999998
181,Hf,72,13082.5579,0.1664,15341.0,200.0,1158.5306,1.4401,830.9869,0.3274,-9972.0,300.0,-6540.6453,2.3482,109,1.5138888888888888,-10,-17,0,,5694.8,37,13.0825579
158,Lu,71,19655.2869,56.1953,4955.7256,20.7956,4790.026,4.5885,-16094.0,201.0,4208.1073,31.7753,-16429.0,201.0,87,1.2253521126760563,-11,5,0,,8843.7006,16,19.6552869
