A,elt,Z,S(2n),S(2n)_err,S(2p),S(2p)_err,Q(a),Q(a)_err,Q(2B-),Q(2B-)_err,Q(ep),Q(ep)_err,Q(B- n),Q(B- n)_err,N,N_to_Z_ratio,Vp,Vn,Shell_Closure,Parity,S(n),N_Z_excess,S(2n)_MeV
140,Gd,64,22265.0,202.0,4862.4476,30.3408,2603.7053,30.612,-18952.0,402.0,3308.9801,29.9897,-21723.0,299.0,76,1.1875,14,-6,0,,12222.0,12,22.265
99,Y,39,10670.9118,9.4192,26702.528,6.8855,-7178.3391,21.2981,11691.6134,13.7057,-23563.5491,17.3897,2566.709,10.7257,60,1.5384615384615385,11,10,0,,6426.3009,21,10.6709118
157,Ce,58,8293.0,500.0,,,-5885.0,565.0,16564.0,400.0,,,3448.0,400.0,99,1.706896551724138,8,17,0,,3182.0,41,8.293
108,Sn,50,20858.8874,7.4086,9515.7381,5.4944,-526.4734,5.6364,-16288.2725,7.6321,-2368.5944,5.6326,-19488.0184,6.7952,58,1.16,0,8,1,,11629.0281,8,20.8588874
223,Th,90,13697.1599,11.1531,8156.4172,9.0595,7566.6333,4.0825,-6659.8762,59.5639,-2223.7743,9.0056,-10750.277,86.9546,133,1.4777777777777779,8,7,0,,5888.955,43,13.6971599
253,Bk,97,10442.0,359.0,,,5400.0,200.0,1918.0,359.0,,,-3177.0,359.0,156,1.6082474226804124,15,30,0,,5677.0,59,10.442
25,F,9,8093.7327,102.0362,39964.2043,431.4857,-16322.6644,165.1362,20691.9805,96.4499,-42893.0,412.0,9214.4912,96.4438,16,1.7777777777777777,1,-4,0,,4281.6671,7,8.0937327
79,Br,35,18975.8858,2.9833,16729.6753,1.7988,-5458.7803,1.3346,-5265.2892,2.1048,-10540.0689,9.7391,-9961.1022,1.0408,44,1.2571428571428571,7,-6,0,,10687.2175,9,18.9758858
246,Bk,97,12889.5497,61.7038,10490.1655,60.0188,6073.9824,60.0107,-3851.89,108.1146,-5222.4762,60.0321,-7489.5577,60.0499,149,1.5360824742268042,15,23,0,,5918.1822,52,12.8895497
159,Tm,69,18003.7613,39.5199,8315.4838,36.4925,3044.4789,32.9561,-10861.795,46.8981,-1671.9787,38.9311,-12632.1016,29.06,90,1.3043478260869565,-13,8,0,,9938.522,21,18.003761299999997
104,Sr,38,7743.0,307.0,,,-11715.0,500.0,21958.0,300.0,,,6626.0,300.0,66,1.736842105263158,10,16,0,,4551.0,28,7.743
149,Gd,64,15912.8813,3.3621,10439.0674,3.181,3099.3183,3.1316,-7433.1829,9.5669,-3080.0776,3.1741,-12661.5444,12.8716,85,1.328125,14,3,0,,6929.0721,21,15.912881299999999
86,Ga,31,5809.0,401.0,34618.0,640.0,-10455.0,565.0,25202.0,400.0,,,11292.0,400.0,55,1.7741935483870968,3,5,0,,2087.0,24,5.809
25,Mg,12,23861.7435,0.0566,22616.6791,0.1145,-9885.9215,0.0607,-17020.1037,10.0001,-14530.1107,0.5148,-21215.2879,0.2326,13,1.0833333333333333,4,5,0,,7330.5219,1,23.8617435
73,Mn,25,6223.0,781.0,,,,,31269.0,671.0,,,14478.0,781.0,48,1.92,-3,-2,0,,3602.0,23,6.223
242,Np,93,11041.9888,200.7234,14171.0,283.0,4097.9171,200.6298,1948.8627,200.0013,-9613.0,361.0,-3609.5572,200.0012,149,1.6021505376344085,11,23,0,,4969.5572,56,11.041988799999999
236,Cm,96,15012.2269,24.4952,7075.1083,18.8516,7066.9897,5.0864,,,-1618.4973,27.0476,-12989.0,401.0,140,1.4583333333333333,14,14,0,,8232.0,44,15.0122269
275,Bh,107,11046.0,888.0,,,,,-2986.0,714.0,,,-5697.0,762.0,168,1.5700934579439252,-19,42,0,,6053.0,61,11.046
71,Ni,28,11570.2158,4.3458,30785.0,200.0,-12122.7358,4.426,11922.5506,3.4708,-25805.0,300.0,-501.173,2.4846,43,1.5357142857142858,0,-7,1,,4263.6853,15,11.5702158
49,Mn,25,31196.1855,31.7481,10190.798,2.2145,-8158.3999,2.3744,-27840.0,500.0,-430.8916,2.4158,-27682.668,92.2445,24,0.96,-3,4,0,,16394.5996,-1,31.1961855
41,Mg,12,818.0,716.0,,,,,44900.0,583.0,,,21208.0,583.0,29,2.4166666666666665,4,1,0,,-479.0,17,0.818
211,Th,90,18661.0,134.0,2559.7862,86.2611,7937.4924,63.3304,,,6144.5865,86.5589,,,121,1.3444444444444446,8,-5,0,,8254.4428,31,18.661
226,Fr,87,10370.7111,12.797,14768.4207,23.2078,4142.5952,17.0169,3211.3386,6.9588,-10068.0,300.0,-2543.8221,6.7494,139,1.5977011494252873,5,13,0,,4371.3805,52,10.370711100000001
15,B,5,3747.2047,21.0527,42601.4574,73.0931,-14195.795,21.0379,28855.9414,21.029,,,17866.1681,21.029,10,2.0,3,2,0,,2777.6245,5,3.7472046999999997
97,Pd,46,23982.5757,5.714,8926.0359,10.6652,-3014.0451,5.2655,-17071.8255,420.1998,985.5616,4.8468,-21365.5251,90.214,51,1.108695652173913,-4,1,0,,9693.751,5,23.9825757
89,Rb,37,13257.2333,5.4266,22398.6554,6.2852,-5561.8361,6.2387,5998.8035,5.4372,-18285.4025,6.2852,-1862.088,5.4266,52,1.4054054054054055,9,2,0,,7174.7123,15,13.2572333
82,Ni,28,3622.0,1000.0,,,,,31594.0,800.0,,,13119.0,855.0,54,1.9285714285714286,0,4,1,,2701.0,26,3.622
113,Rh,45,12605.7089,9.8161,24320.2104,12.7608,-6909.0311,12.0153,8259.8811,18.1062,-20796.9827,9.0156,-517.2225,9.6121,68,1.511111111111111,-5,-14,0,,7107.2099,23,12.6057089
107,Zr,40,8704.0,300.0,30408.0,583.0,-9165.0,361.0,18525.0,300.0,-27009.0,671.0,4111.0,300.0,67,1.675,-10,-15,0,,3342.0,27,8.704
5,Li,3,33131.0,2001.0,17848.8662,50.0,1964.9999,50.0,,,-20231.2132,111.8034,,,2,0.6666666666666666,1,0,1,,21715.6211,-1,33.131
136,Pr,59,18955.0574,23.3229,10699.7042,22.9869,-41.7592,38.1202,-10170.4981,70.0161,-1985.9343,14.8372,-13198.1192,22.2951,77,1.305084745762712,9,-5,0,,8475.867,18,18.9550574
180,Au,79,19465.2535,11.2975,3949.2746,19.413,5831.3605,6.7668,-16235.208,70.0785,5167.1019,10.8679,-16764.0406,28.5205,101,1.2784810126582278,-3,19,0,,8708.3926,22,19.4652535
263,Lr,103,12031.0,300.0,9487.0,556.0,7680.0,200.0,-3441.0,280.0,-5287.0,501.0,-6795.0,316.0,160,1.5533980582524272,21,34,0,,6508.0,57,12.031
194,Au,79,15582.4019,15.9614,11954.261,2.447,2116.7489,2.4775,-5274.452,14.132,-4964.6161,2.4542,-9221.1026,15.6359,115,1.4556962025316456,-3,-11,0,,6878.4385,36,15.5824019
103,Cd,48,20957.7968,2.345,9797.4237,4.9322,-893.6808,5.4179,-13559.0,100.0,-37.6343,1.8582,-18028.0487,4.9179,55,1.1458333333333333,-2,5,0,,9063.2428,7,20.9577968
86,Sr,38,20016.1556,1.2432,16661.6966,0.0039,-6356.2206,0.0056,-6554.0763,3.5657,-10331.7302,2.0,-14752.2866,18.9654,48,1.263157894736842,10,-2,0,,11491.1281,10,20.016155599999998
75,Fe,26,6853.0,781.0,,,,,29540.0,632.0,,,10769.0,721.0,49,1.8846153846153846,-2,-1,0,,2112.0,23,6.853
143,Ho,67,23826.0,499.0,2085.0,316.0,3658.0,422.0,,,7223.0,761.0,-22189.0,582.0,76,1.1343283582089552,-15,-6,0,,12869.0,9,23.826
183,Au,79,18462.9839,22.0871,5306.3945,10.7849,5465.3158,2.9369,-13604.2263,13.2619,1571.2239,22.9875,-14685.9204,13.5887,104,1.3164556962025316,-3,22,0,,9958.8299,25,18.462983899999998
204,Bi,83,16037.7087,16.7361,9243.4498,9.3598,3976.3845,10.8365,-8770.6752,24.4563,-2173.5887,9.2511,-11406.4261,10.2858,121,1.4578313253012047,1,-5,0,,7192.3517,38,16.0377087
184,Re,75,14916.3116,102.0668,12367.0768,4.4726,2288.8955,4.6681,-4608.9641,28.2701,-6215.2438,4.4771,-8627.3776,49.9519,109,1.4533333333333334,-7,-17,0,,6481.4748,34,14.9163116
173,Ho,67,10975.0,670.0,20159.0,499.0,-1295.0,423.0,6906.0,298.0,-16949.0,582.0,-939.0,298.0,106,1.5820895522388059,-15,-20,0,,5938.0,39,10.975
108,Cd,48,18262.9059,1.5743,13922.8219,1.5757,-2282.2156,1.7455,-7182.4738,5.4889,-8168.7398,1.6443,-13757.0738,9.7188,60,1.25,-2,10,0,,10333.4152,12,18.2629059
66,Ni,28,15049.8956,1.472,25614.6835,5.2081,-9553.1526,3.1243,2892.9354,1.5829,-22077.3626,5.2994,-6813.9341,1.5382,38,1.3571428571428572,0,10,1,,8951.8149,10,15.0498956
15,F,9,41606.0,500.0,3356.6711,14.0026,-10223.8076,14.8663,,,6414.3643,14.0,,,6,0.6666666666666666,1,-2,0,,23468.9686,-3,41.606
87,Nb,41,23737.4449,7.9417,10610.3038,20.1484,-4093.7368,19.8321,-16184.4414,7.9902,-1880.3642,15.6931,-17834.8839,7.4073,46,1.1219512195121952,-9,-4,0,,12811.7502,5,23.7374449
160,Pm,61,9931.132,2.2333,23323.0,300.0,-3870.2476,2.2912,10598.81,2.2396,-19414.0,400.0,1241.8926,6.2776,99,1.6229508196721312,11,17,0,,4411.6056,38,9.931132
217,U,92,18061.0,132.0,2529.0,81.0,8426.0,80.0,,,5383.0,81.0,,,125,1.358695652173913,10,-1,0,,8167.0,33,18.061
150,Pm,61,12874.0951,20.7648,15639.8253,25.0361,651.2348,39.7634,1195.0338,20.9331,-9846.9336,22.3322,-4532.7556,20.0036,89,1.459016393442623,11,7,0,,5604.2492,28,12.8740951
86,Se,34,10698.0808,3.1855,26932.6822,4.0442,-7513.016,3.365,12762.5007,2.5198,-24668.7196,4.4954,0.9851,3.9717,52,1.5294117647058822,6,2,0,,6160.8484,18,10.6980808
106,Ru,44,14370.1252,5.4776,20557.4469,10.4077,-5187.3028,9.9011,3584.2904,5.3359,-16281.436,10.5343,-6543.3005,5.6951,62,1.4090909090909092,-6,12,0,,8460.0277,18,14.3701252
109,Sb,51,21740.3741,6.7026,7262.2617,10.9961,964.6798,11.52,-18578.4812,8.5439,579.8707,10.1188,-18540.6282,7.5497,58,1.1372549019607843,1,8,0,,11876.9636,7,21.7403741
196,Tl,81,16701.7368,18.4896,9862.5908,12.2932,2850.6697,19.9285,-9487.5659,27.2649,-2218.5086,12.161,-11829.8769,13.1348,115,1.4197530864197532,-1,-11,0,,7412.6245,34,16.7017368
155,Tb,65,16079.4654,10.5177,12460.915,9.8161,977.7429,9.8155,-5210.6405,16.6968,-6801.0436,9.8181,-8927.7427,12.2765,90,1.3846153846153846,15,8,0,,9165.0508,25,16.0794654
96,Zr,40,14312.1646,0.1995,21171.0812,1.6667,-4996.4051,3.4253,3356.0294,0.0744,-17610.5466,5.8099,-6723.9065,0.5012,56,1.4,-10,6,0,,7850.2378,16,14.312164600000001
211,Ra,88,17169.0065,7.5953,4805.0229,11.1292,7041.6957,2.9334,-13044.5263,86.2128,3147.6628,6.7405,-16003.5271,62.4055,123,1.3977272727272727,6,-3,0,,7682.2867,35,17.1690065
52,Ca,20,10819.6776,1.7197,35614.0,500.0,-14336.2605,16.7803,15211.4261,2.8274,-35066.0,400.0,912.7632,2.6029,32,1.6,0,4,1,,6005.28,12,10.8196776
199,At,85,18610.7586,9.6292,3714.1239,9.9214,6777.2734,1.1509,-15594.7657,14.7439,3261.5026,28.0916,-15664.3758,14.4597,114,1.3411764705882352,3,-12,0,,10185.9487,29,18.6107586
184,Pb,82,20369.6659,17.606,2052.6432,16.1036,6774.0111,3.1263,,,5464.0981,14.6229,,,102,1.2439024390243902,0,20,1,,11542.8964,20,20.3696659
9,B,5,31402.7031,25.1665,17068.5609,0.9026,-1687.3169,50.0081,,,-15818.2898,0.9038,-30719.1014,18.2653,4,0.8,3,2,0,,18576.4012,-1,31.4027031
75,Cu,29,11625.4106,2.0701,31079.0,300.0,-12525.2049,465.0305,13990.4198,0.9824,-28219.0,400.0,3215.1829,2.6155,46,1.5862068965517242,1,-4,0,,6535.3248,17,11.625410599999999
13,Be,4,2660.7254,10.1833,,,-9701.6627,47.9106,30534.0702,10.1805,,,12218.3636,10.2659,9,2.25,2,1,0,,-510.0,5,2.6607254
256,Md,101,12139.0,159.0,9116.0,124.0,7737.0,113.0,-4290.0,149.0,-3922.0,124.0,-7427.0,124.0,155,1.5346534653465347,19,29,0,,5457.0,54,12.139
226,U,92,14556.529,18.7879,7244.7252,14.5666,7700.8428,4.2662,-8301.0,201.0,-2270.3663,12.0843,-12360.6185,92.2786,134,1.4565217391304348,10,8,0,,8114.5216,42,14.556529000000001
62,Co,27,15916.5979,18.5733,23034.3955,18.7198,-8021.7469,18.7698,1363.1439,18.5756,-16971.2407,18.7198,-5273.6884,18.5721,35,1.2962962962962963,-1,7,0,,6597.5388,8,15.916597900000001
191,Hg,80,17108.1069,38.6194,8700.3857,24.4577,3668.5968,32.797,-10300.6054,23.2409,-574.3162,22.289,-14296.9312,23.4306,111,1.3875,-2,-15,0,,7292.5419,31,17.1081069
92,Mo,42,22778.709,3.4661,12613.9819,0.1959,-5604.6291,5.4055,-12507.3763,2.7225,-6201.9662,0.1829,-18893.2478,2.3679,50,1.1904761904761905,-8,0,1,,12671.071,8,22.778709
151,Eu,63,14354.4175,3.7698,13166.6358,1.9814,1963.97,1.0664,-3029.5575,3.9784,-8344.7336,20.0075,-6960.3652,6.0113,88,1.3968253968253967,13,6,0,,7932.0467,25,14.3544175
154,Gd,64,15141.6906,0.2084,13521.3229,0.2694,920.0617,0.6537,-3312.3434,7.4125,-8435.27,0.301,-10464.0661,3.8471,90,1.40625,14,8,0,,8894.7322,26,15.1416906
63,Co,27,15096.0105,18.5827,24687.3654,18.7205,-8751.1403,18.7205,3728.3153,18.5704,-20616.5594,19.6935,-3176.4313,18.5705,36,1.3333333333333333,-1,8,0,,8498.4717,9,15.0960105
220,Th,90,13819.8454,17.2497,6533.9608,16.7637,8973.1556,11.102,-8324.0,102.0,-1993.2861,15.2079,-11965.0038,71.0347,130,1.4444444444444444,8,4,0,,7844.5604,40,13.8198454
143,La,57,11384.26,8.3945,18272.0585,11.7583,104.705,7.9711,4896.7322,7.4797,-14945.8823,10.18,-1709.8899,7.5816,86,1.5087719298245614,7,4,0,,6218.8354,29,11.38426
274,Rg,111,14304.0,314.0,3448.0,529.0,11477.8999,86.0233,,,2541.0,473.0,,,163,1.4684684684684686,-15,37,0,,6344.0,52,14.304
39,Na,11,-700.0,283.0,,,,,48487.0,801.0,,,27831.0,897.0,28,2.5454545454545454,3,0,1,,-0.0,17,-0.7
82,Y,39,23058.5711,8.3177,10466.5631,5.8056,-3553.586,6.3809,-16254.0,300.0,103.6352,7.3679,-18610.9971,92.3817,43,1.1025641025641026,11,-7,0,,10422.4969,4,23.0585711
125,Sn,50,14221.6109,2.4062,23057.4161,3.0038,-7244.7366,2.3532,3128.1366,0.438,-16483.192,2.9265,-6345.9066,0.4563,75,1.5,0,-7,1,,5733.5,25,14.2216109
198,Re,75,10774.0,500.0,,,-2285.0,640.0,8720.0,447.0,,,18.0,447.0,123,1.64,-7,-3,0,,4711.0,48,10.774
29,S,16,36728.0,400.0,5287.8603,13.0414,-9346.661,16.4337,-41063.0,439.0,11109.4026,13.0409,-39436.0,500.0,13,0.8125,-4,5,0,,15238.9444,-3,36.728
142,Xe,54,8385.8232,3.5665,23440.1414,14.6291,-1958.5697,4.6515,12612.6085,6.5075,-21849.0,400.0,1176.3845,9.5836,88,1.6296296296296295,4,6,0,,5103.6578,34,8.3858232
228,Am,95,16263.0,361.0,4545.0,225.0,8392.0,202.0,,,2982.0,215.0,,,133,1.4,13,7,0,,7402.0,38,16.263
70,Zn,30,15700.2298,2.0428,20678.8678,3.5444,-5983.3706,2.3728,997.2882,2.0817,-16875.0632,4.1906,-8308.2465,1.5818,40,1.3333333333333333,2,-10,0,,9218.1598,10,15.700229799999999
214,Rn,86,11803.0809,9.5705,8528.1978,9.1166,9208.4798,9.115,-4412.4045,10.5633,-4955.1164,9.5526,-8836.7826,10.2726,128,1.4883720930232558,4,2,0,,6695.0333,42,11.803080900000001
263,Bh,107,14726.0,354.0,4390.0,325.0,10080.0,300.0,,,954.0,337.0,,,156,1.4579439252336448,-19,30,0,,7827.0,49,14.726
121,Sn,50,15274.2776,1.1586,19797.6296,37.7032,-5203.1449,1.4071,-653.5155,25.8366,-12528.2318,3.8523,-8850.811,7.148,71,1.42,0,-11,1,,6170.2034,21,15.2742776
66,V,23,6123.0,640.0,,,-16035.0,781.0,30451.0,500.0,,,13939.0,539.0,43,1.8695652173913044,3,-7,0,,2261.0,20,6.123
275,Hs,108,11418.0,701.0,8006.0,715.0,9449.9999,53.8516,-5174.0,684.0,,,-8829.0,703.0,167,1.5462962962962963,-18,41,0,,4985.0,59,11.418
146,Pm,61,14180.88,4.8688,13281.7143,4.7616,1907.0907,4.3238,-2336.7573,6.5908,-7117.341,8.1535,-6874.2711,4.1393,85,1.3934426229508197,11,3,0,,6258.1722,24,14.180879999999998
150,Xe,54,6483.0,424.0,,,,,20900.0,300.0,,,6238.0,500.0,96,1.7777777777777777,4,14,0,,4061.0,42,6.483
165,Gd,64,11279.8274,1.5282,20504.1127,7.4735,-2278.6545,6.9407,7086.5066,1.4787,-15889.4387,4.301,-2492.1167,2.2741,101,1.578125,14,19,0,,4903.4126,37,11.2798274
26,Al,13,28303.9634,0.2373,18370.1808,0.0682,-9453.6638,0.1474,-23183.0,196.0,-10141.2968,1.2018,-24108.7792,10.0002,13,1.0,5,5,0,,11365.4835,0,28.3039634
285,Nh,113,12938.0,890.0,6190.0,1030.0,10009.9999,40.0,,,-1491.0,922.0,-9083.0,1015.0,172,1.5221238938053097,-13,46,0,,6894.0,59,12.938
161,Tm,69,17470.9467,39.5199,9147.0365,28.1102,2509.2319,36.4925,-9336.3654,39.5199,-2805.2604,31.7239,-11806.8059,28.4801,92,1.3333333333333333,-13,10,0,,9668.9957,23,17.4709467
97,Br,35,6293.0,500.0,,,,,24519.0,400.0,,,11010.0,400.0,62,1.7714285714285714,7,12,0,,3862.0,27,6.293
284,Nh,113,13280.0,667.0,5729.0,794.0,10280.0027,38.1184,,,-78.0,863.0,,,171,1.5132743362831858,-13,45,0,,6044.0,58,13.28
33,Cl,17,30111.4237,3.4686,11140.7378,0.3908,-6475.4069,0.5306,-28544.0,200.0,-3987.4348,0.3928,-26874.3058,1.8125,16,0.9411764705882353,-3,-4,0,,15739.9523,-1,30.1114237
108,Y,39,7132.0,781.0,,,-11755.0,781.0,22765.0,600.0,,,9169.0,671.0,69,1.7692307692307692,11,-13,0,,2881.0,30,7.132
97,Ag,47,27141.0,400.0,7141.3527,12.6289,-4317.1333,12.3004,-23514.0,401.0,1494.7342,15.6339,-23404.0,410.0,50,1.0638297872340425,-3,0,1,,14463.6996,3,27.141
76,Ga,31,14389.6581,3.5764,24868.3775,6.4516,-8938.5575,2.4039,5994.7357,2.1476,-19115.3997,2.0837,-2510.9932,1.9568,45,1.4516129032258065,3,-5,0,,5907.3269,14,14.3896581
69,Cr,24,6503.0,640.0,,,-17265.0,860.0,29569.0,539.0,,,11219.0,583.0,45,1.875,4,-5,0,,2011.0,21,6.503
32,S,16,28098.9188,0.2062,16160.5168,0.0217,-6947.6559,0.0014,-23815.1848,1.7698,-10355.4708,0.0434,-27052.3027,3.4465,16,1.0,-4,-4,0,,15044.3237,0,28.0989188
43,V,23,34369.0,205.0,3851.9397,42.8488,-6168.5473,49.1123,-35286.0,402.0,6915.6743,42.849,-33047.0,303.0,20,0.8695652173913043,3,0,1,,18368.0,-3,34.369
198,Pb,82,16861.8442,11.5943,8819.4408,9.229,3691.5934,9.214,-10594.1643,19.4588,-2816.1828,9.3151,-14451.5651,12.0831,116,1.4146341463414633,0,-10,1,,9393.3756,34,16.8618442
248,Es,99,13662.0,104.0,8246.0,80.0,7160.0,50.0,-6649.0,191.0,-2479.0,53.0,-9445.0,188.0,149,1.505050505050505,17,23,0,,6351.0,50,13.662
102,Rh,45,17334.8222,19.2202,15340.307,6.5467,-2776.0181,7.2441,-4536.6145,10.3849,-7727.6945,24.8377,-9422.4894,7.881,57,1.2666666666666666,-5,7,0,,7442.2061,12,17.334822199999998
255,Cf,98,10635.0,200.0,,,5736.0,201.0,1009.0,200.0,,,-5256.0,200.0,157,1.6020408163265305,16,31,0,,4603.0,59,10.635
264,Lr,103,11873.0,480.0,9871.0,625.0,7400.0,300.0,-2887.0,496.0,,,-6453.0,462.0,161,1.5631067961165048,21,35,0,,5366.0,58,11.873
200,Au,79,13801.9371,26.7209,16108.0,202.0,-229.488,46.7912,-192.8666,27.3272,-10130.5307,48.981,-5765.3454,26.7188,121,1.5316455696202531,-3,-5,0,,6217.6596,42,13.8019371
103,Zr,40,10790.6428,12.4281,27062.0212,12.5287,-7715.3826,10.3675,13145.3379,13.0416,-22938.6533,67.6987,417.9533,9.5566,63,1.575,-10,13,0,,4298.8847,23,10.790642799999999
197,W,74,10273.0,500.0,,,,,10209.0,447.0,,,-582.0,500.0,123,1.662162162162162,-8,-3,0,,4202.0,49,10.273
173,Re,75,18446.221,39.5199,6411.5333,39.5199,4311.6495,39.5199,-13285.414,29.867,487.1417,39.5199,-14381.5471,30.7225,98,1.3066666666666666,-7,16,0,,10058.3492,23,18.446221
114,Xe,54,23202.1872,13.9122,4096.3227,13.9724,2719.006,12.9683,-21180.4621,103.2827,3972.1677,30.0975,-23392.6781,14.0895,60,1.1111111111111112,4,10,0,,12953.5905,6,23.2021872
9,He,2,1279.9373,47.4229,,,,,29587.3755,46.8165,,,11918.7038,46.8165,7,3.5,0,-1,1,,-1254.8254,5,1.2799373
286,Nh,113,12777.0,796.0,6591.0,774.0,9789.9999,50.0,,,-1062.0,842.0,-9047.0,715.0,173,1.5309734513274336,-13,47,0,,5883.0,60,12.777
64,Cr,24,8930.0028,299.9609,36018.0,500.0,-13965.1963,384.3449,21329.5739,299.9831,-35069.0,583.0,5175.7645,299.9642,40,1.6666666666666667,4,-10,0,,5532.9966,16,8.9300028
73,Co,27,9742.0,553.0,35928.0,583.0,-15035.0,500.0,21018.0,300.0,-34089.0,671.0,8185.0,300.0,46,1.7037037037037037,-1,-4,0,,5741.0,19,9.742
238,Np,93,12066.1324,50.4158,12457.2997,14.0186,4690.8116,3.9971,-966.824,58.9018,-7361.9972,13.0904,-5708.383,1.3098,145,1.5591397849462365,11,19,0,,5488.32,52,12.0661324
242,Cm,96,13063.1593,1.699,9899.5624,0.3658,6215.6349,0.0813,-4583.2827,12.9,-5440.3874,0.367,-9248.0,165.0,146,1.5208333333333333,14,20,0,,6969.389,50,13.063159299999999
131,In,49,11332.1166,2.958,30732.0,400.0,-11800.0,200.0,13957.0424,3.034,-29416.0,424.0,4036.5294,2.8934,82,1.6734693877551021,-1,0,1,,6189.1576,33,11.332116599999999
95,Nb,41,15716.0677,1.5721,17137.0583,10.5005,-2859.8664,1.9114,-764.9167,5.1021,-11723.77,6.3999,-6443.5103,0.5026,54,1.3170731707317074,-9,4,0,,8488.5265,13,15.7160677
231,Ac,89,11069.7192,17.7962,14483.3425,13.967,3655.4921,14.3128,2338.5152,13.1606,-11012.8866,14.5896,-3170.9767,13.0968,142,1.595505617977528,7,16,0,,6146.8512,53,11.0697192
182,Lu,71,11236.0,212.0,18178.0,447.0,45.0,361.0,4661.0,200.0,-13619.0,539.0,-2438.0,200.0,111,1.5633802816901408,-11,-15,0,,5044.0,40,11.236
83,Y,39,22635.3895,19.3976,11326.9104,19.2654,-3827.8097,18.7317,-14592.7618,163.1472,-3306.8304,18.8721,-16662.9268,18.6979,44,1.1282051282051282,11,-6,0,,12212.8927,5,22.635389500000002
37,Al,13,6109.3421,180.3943,42600.0,694.0,-16395.4644,484.6735,28805.5767,184.1955,-43382.0,710.0,14174.3716,194.0176,24,1.8461538461538463,5,4,0,,4212.138,11,6.1093421
165,Ta,73,19455.8739,40.4093,5634.3991,31.0668,4289.5617,31.0668,-15188.5181,27.2189,1505.5329,31.0668,-15683.6347,16.6674,92,1.2602739726027397,-9,10,0,,10636.3847,19,19.4558739
148,Tm,69,23852.0,201.0,2104.7491,12.1809,3419.5708,13.2982,,,9703.096,11.4016,,,79,1.144927536231884,-13,-3,0,,10861.945,10,23.852
194,Ta,73,10173.0,640.0,,,,,10130.0,539.0,,,988.0,539.0,121,1.6575342465753424,-9,-5,0,,4392.0,48,10.173
281,Cn,112,13216.0,560.0,5655.0,724.0,10429.9999,64.0312,,,338.0,847.0,-11364.0,564.0,169,1.5089285714285714,-14,43,0,,5779.0,57,13.216
178,Ta,73,15376.0,61.0,11794.0,52.0,2547.0,52.0,-4945.0,59.0,-5503.0,52.0,-8968.0,59.0,105,1.4383561643835616,-9,-21,0,,6955.0,32,15.376
166,Er,68,15124.2076,0.7438,13534.438,0.7354,832.109,0.7359,-3330.4381,7.0074,-8600.827,0.7374,-10065.4384,1.6889,98,1.4411764705882353,-14,16,0,,8474.1101,30,15.1242076
142,Pm,61,19072.1255,33.8139,11033.2509,24.3791,-437.585,25.632,-9832.6062,38.2026,-2415.9734,23.6385,-13278.8943,25.0869,81,1.3278688524590163,11,-1,0,,8689.922,20,19.0721255
219,U,92,15817.0,82.0,3487.769,17.046,9949.6039,11.7381,,,3640.2353,16.9852,,,127,1.3804347826086956,10,1,0,,6670.0197,35,15.817
101,Ru,44,16475.3639,0.2362,16565.9486,0.4698,-2838.3281,0.4434,-2525.9679,4.6043,-9054.055,0.2876,-10438.3007,18.1246,57,1.2954545454545454,-6,7,0,,6802.0395,13,16.4753639
58,Ti,22,7637.3092,208.9344,31985.2201,309.7318,-8181.9971,189.6303,21074.1391,183.3639,-31647.0,440.0,5446.0767,201.9869,36,1.6363636363636365,2,8,0,,4587.1382,14,7.6373092
95,Kr,36,8165.5541,18.7989,29877.0,400.0,-8003.7065,433.5452,18958.364,19.5148,-26645.0,501.0,4332.5528,18.74,59,1.6388888888888888,8,9,0,,2882.4586,23,8.1655541
285,Cn,112,12393.0,797.0,7321.0,712.0,9388.0,116.0,-5846.0,648.0,-1662.0,712.0,-9576.0,736.0,173,1.5446428571428572,-14,47,0,,5400.0,61,12.393
214,Ra,88,15851.133,11.506,5825.9824,6.0725,7272.5886,2.6063,-10602.1912,11.874,-1500.2818,6.2084,-14119.6071,12.7899,126,1.4318181818181819,6,0,1,,8324.1349,38,15.851132999999999
71,Ge,32,18948.6188,1.5474,16066.6927,1.0573,-4451.1966,1.0276,-6760.142,2.9109,-7630.8799,2.0798,-13644.0016,1.6175,39,1.21875,4,11,0,,7415.9386,7,18.9486188
249,Am,95,10192.0,314.0,,,4829.0,359.0,3257.0,298.0,,,-2360.0,298.0,154,1.6210526315789473,13,28,0,,5530.0,59,10.192
113,Ru,44,11225.1268,39.3439,26505.9447,40.1547,-7633.4473,39.8807,11722.6835,38.9072,-21677.0,204.0,-208.0823,58.3869,69,1.5681818181818181,-6,-13,0,,4308.2612,25,11.2251268
109,Tc,43,11675.4977,12.4699,25136.966,12.5555,-6792.1978,10.4646,10716.4225,10.4793,-22026.6019,12.7034,1307.2575,12.4699,66,1.5348837209302326,-7,16,0,,6431.316,23,11.6754977
125,Ba,56,20156.6489,16.3545,8998.6603,14.5507,387.1047,15.0247,-13011.0,196.0,709.4579,11.0758,-17481.6769,57.7251,69,1.2321428571428572,6,-13,0,,8650.5084,13,20.1566489
277,Mt,109,11901.0,767.0,7350.0,894.0,9900.0,100.0,-5399.0,812.0,-3231.0,894.0,-7603.0,860.0,168,1.5412844036697249,-17,42,0,,6376.0,59,11.901
